Session ID,Session Code,Title,Session Type,Level,Format,Speaker Names,Last Update
81561,BRK3040,Optimal network connectivity for Office 365 performance: What is it and how to get there,Breakout: 45 Minute,Advanced (300),Session,Konstantin Ryvkin,2019-09-11T17:55:13Z
83478,BRK3217,Optimizing coexistence on your path to Teams,Breakout: 45 Minute,Advanced (300),Session,,2019-09-11T18:00:13Z
83473,BRK3216,Optimizing the Microsoft Teams experience with data and analytics,Breakout: 45 Minute,Advanced (300),Session,,2019-09-11T18:00:13Z
81953,BRK3166,OS internals (for nerds only),Breakout: 45 Minute,Advanced (300),Session,Mathew John;Arun Kishan,2019-09-02T03:00:58Z
81025,BRK2005,Outlook for Mac - re-invented!,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-05T18:45:43Z
81024,BRK2004,Outlook mobile: The gold standard for secure communications in the enterprise,Breakout: 45 Minute,Intermediate (200),Session,Lexi Torres,2019-09-12T15:55:59Z
82962,BRK2180,Overview: Microsoft 365 workloads,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-11T23:05:13Z
83542,BRK3209,PaaSport to paradise: Lifting and shifting with Azure SQL Database + SSIS in Azure Data Factory,Breakout: 45 Minute,Advanced (300),Session,Sandy Winarko,2019-09-11T18:00:13Z
83757,BRK3232,Plan and implement a successful upgrade from Skype for Business to Microsoft Teams,Breakout: 75 Minute,Advanced (300),Session,,2019-09-11T18:00:13Z
83500,BRK3213,Power BI Premium: Microsoft's platform for enterprise BI,Breakout: 45 Minute,Advanced (300),Session,Josh Caplan;Richard Tkachuk,2019-09-11T18:00:13Z
81587,BRK3179,Powershell 7,Breakout: 45 Minute,Advanced (300),Session,Joey Aiello,2019-09-04T04:50:42Z
82844,BRK3119,PowerShell unplugged with Jeffrey Snover and Jason Helmick,Breakout: 45 Minute,Advanced (300),Session,Jeffrey Snover;Jason Helmick,2019-09-02T03:00:58Z
81059,BRK3047,Prepare for the next era of insights using Azure Data Lake Storage,Breakout: 45 Minute,Advanced (300),Session,Priya Shetty;Sachin Sheth,2019-09-12T19:10:51Z
82843,BRK3191,Protect your sensitive data and information in Azure,Breakout: 45 Minute,Advanced (300),Session,,2019-09-02T03:00:58Z
81177,BRK3103,Protecting sensitive files and data can be hard. Choose the right data protection options that balance security and worker productivity,Breakout: 45 Minute,Advanced (300),Session,Laurie Litwak;Aashish Ramdas,2019-09-11T19:25:50Z
81175,BRK3101,Protecting sensitive information in Office apps and Office 365 services: A deeper look at the latest enhancements,Breakout: 45 Minute,Advanced (300),Session,Mike Paer;Kartik Anil Shah,2019-09-11T19:25:50Z
82019,BRK4011,Quantum computing: Computing with a probabilistic universe with Mark Russinovich,Breakout: 75 Minute,Expert (400),Session,,2019-09-09T00:30:10Z
81326,BRK2029,React Native: Build rich apps for Windows and mobile applications easily using JavaScript,Breakout: 45 Minute,Intermediate (200),Session,Kiki Saintoge,2019-09-10T20:50:13Z
79718,BRK1040,"Real customers, real challenges, and the real power of Microsoft Threat Protection",Breakout: 45 Minute,Foundational (100),Panel Discussion,Rob Lefferts,2019-09-09T21:20:11Z
79717,BRK1039,Real detection stories! See how MTP's defeated actual attacks and adheres to the MITRE framework,Breakout: 45 Minute,Expert (400),Session,Elia Florio;David Fantham,2019-09-11T20:11:17Z
79136,BRK3011,Real-world blockchain: Trust and transparency at blazing speed with Azure Blockchain Service,Breakout: 45 Minute,Advanced (300),Session,Jason Anderson,2019-09-02T03:00:58Z
81560,BRK3041,Role-based access control in Microsoft 365: Improve your operations and security posture,Breakout: 45 Minute,Advanced (300),Session,,2019-09-05T19:40:10Z
82921,BRK3134,Run your Linux workloads faster leveraging the Azure platform enhancements,Breakout: 45 Minute,Advanced (300),Session,Josh Poulson;Senthil Rajaram,2019-09-02T03:00:58Z
82938,BRK3163,Run your most demanding enterprise file workloads in Azure with Azure NetApp Files,Breakout: 45 Minute,Advanced (300),Session,Andrew Chen,2019-09-02T03:00:58Z
81582,BRK3044,Running mission-critical analytics with Azure SQL Data Warehouse,Breakout: 45 Minute,Advanced (300),Session,Charles Feddersen,2019-09-11T17:55:13Z
81040,BRK2007,Running upgrades for mission critical SQL Server,Breakout: 45 Minute,Intermediate (200),Session,Brian Carrig;Sourabh Agarwal,2019-09-02T03:00:58Z
82898,BRK2134,SAP workloads on Azure: Best practices and improvements,Breakout: 45 Minute,Intermediate (200),Session,Matt Ordish;Boris Baryshinkov,2019-09-02T03:00:58Z
82848,BRK3192,Seamless connectivity to Azure with Windows Server and hybrid networking,Breakout: 45 Minute,Advanced (300),Session,,2019-09-02T03:00:58Z
79722,BRK3153,SecOps teams - don't drown in a sea of alerts! Use automation for efficient incident response,Breakout: 45 Minute,Advanced (300),Session,Sumit Malhotra,2019-09-11T17:50:44Z
82947,BRK3171,Secure deployment of your web applications and APIs with multi-layer protection,Breakout: 45 Minute,Advanced (300),Session,Teresa Yao,2019-09-02T03:00:58Z
81172,BRK2119,Secure your sensitive data! Understanding the latest Microsoft Information Protection capabilities,Breakout: 45 Minute,Intermediate (200),Session,Gagan Gulati,2019-09-03T16:45:11Z
81968,BRK2148,Secure your virtual machines in Azure today,Breakout: 45 Minute,Intermediate (200),Session,Nicholas DiCola,2019-09-12T04:20:11Z
81969,BRK3185,Securing your cloud perimeter with Azure Network Security,Breakout: 45 Minute,Advanced (300),Session,Sinead O'Donovan,2019-09-12T04:25:54Z
81580,BRK3229,Securing your data with Azure SQL Data Warehouse,Breakout: 45 Minute,Advanced (300),Session,Kavitha Jonnakuti,2019-09-11T17:55:13Z
83470,BRK3214,Security and compliance in Microsoft Teams,Breakout: 45 Minute,Advanced (300),Session,,2019-09-11T18:00:13Z
79803,BRK3156,Security in overdrive! Best practices for configuring Microsoft Defender ATP,Breakout: 45 Minute,Advanced (300),Session,Deepak Manohar,2019-09-09T21:45:14Z
81732,BRK3113,Security needs that are driving the evolution of identity standards,Breakout: 45 Minute,Advanced (300),Session,Pamela Dingle,2019-09-02T03:00:58Z
79744,BRK2107,"Security solutions from Microsoft, but not just for Microsoft services",Breakout: 45 Minute,Intermediate (200),Session,Kim Kischel,2019-09-02T03:00:58Z
82927,BRK2144,Selecting the correct network connectivity service for your workloads ,Breakout: 45 Minute,Intermediate (200),Session,Jared Ross,2019-09-02T03:00:58Z
81505,BRK2047,SharePoint news and communication sites: Inform and engage your organization,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-02T03:00:58Z
81619,BRK2077,"Ship it! Build for any platform with Azure Pipelines, and make shipping fun and stress-free",Breakout: 45 Minute,Intermediate (200),Session,Martin Woodward,2019-09-11T23:50:12Z
81558,BRK3010,Simple identity management,Breakout: 45 Minute,Advanced (300),Session,Michael Curnutt,2019-09-07T02:35:11Z
81634,BRK2080,Simplify sign in and authorization with the Microsoft identity platform,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-07T22:15:13Z
83914,BRK2188,Simplifying Natural Language Processing (NLP) models using Azure Cognitive Services,Breakout: 45 Minute,Intermediate (200),Session,Nayer Wanas,2019-09-11T18:00:13Z
81035,BRK3022,"SQL Server 2019 big data clusters: Architecture, deployment, and security",Breakout: 45 Minute,Advanced (300),Session,Buck Woody,2019-09-12T17:25:55Z
81039,BRK3024,SQL Server 2019 on containers and Kubernetes,Breakout: 45 Minute,Advanced (300),Session,,2019-09-12T17:30:45Z
81032,BRK2006,SQL Server from ground to the cloud,Breakout: 75 Minute,Intermediate (200),Session,Asad Khan;Anna Thomas,2019-09-11T18:00:13Z
81044,BRK2008,SQL Server in Azure Virtual Machine reimagined,Breakout: 45 Minute,Intermediate (200),Session,Mine Tokus,2019-09-02T03:00:58Z
81038,BRK3049,SQL Server Machine Learning platform,Breakout: 45 Minute,Advanced (300),Session,Rony Chatterjee,2019-09-09T21:10:12Z
84124,BRK3230,SQL Server on Linux in Azure Virtual Machines: Get started in minutes,Breakout: 45 Minute,Advanced (300),Session,Mine Tokus,2019-09-11T18:00:13Z
79341,BRK1019,State of the browser: Microsoft Edge,Breakout: 45 Minute,Foundational (100),Session,Sean Lyndersay;Colleen Williams,2019-09-11T17:45:12Z
83761,BRK1077,Streamline your business processes with Microsoft Teams and the Microsoft Power Platform,Breakout: 45 Minute,Foundational (100),Session,,2019-09-11T18:00:13Z
79720,BRK2105,"Superlative protection, unparalleled intelligence: Learn why Office 365 ATP is the most trusted solution",Breakout: 45 Minute,Intermediate (200),Session,Jason Rogers,2019-09-11T17:50:44Z
82951,BRK3174,System Center Operations Manager 2019: Customer success stories and what’s next,Breakout: 45 Minute,Advanced (300),Session,Vithalprasad Gaitonde​;Christoph Pfurtscheller,2019-09-06T18:56:03Z
81308,BRK2123,Take back the advantage: Max out your security posture with the all new Microsoft Secure Score,Breakout: 45 Minute,Intermediate (200),Session,Nayna Sheth Mutha,2019-09-10T02:20:11Z
83185,BRK3231,Take productivity to the next level with Outlook Add-ins,Breakout: 45 Minute,Advanced (300),Session,,2019-09-12T06:00:11Z
82944,BRK2146,Taking applications and content to the edge,Breakout: 45 Minute,Intermediate (200),Session,Daniel Gicklhorn;Yves Pitch,2019-09-02T03:00:58Z
81311,BRK1011,Tasks at Microsoft: Creating a coherent ecosystem,Breakout: 45 Minute,Foundational (100),Session,,2019-09-02T17:00:43Z
82895,BRK2159,Tech for social impact: The road ahead,Breakout: 45 Minute,Intermediate (200),Session,Trisha McDonald;Ryan Eckardt,2019-09-09T16:45:11Z
79266,BRK2087,The future of Microsoft OneNote: Notes unleashed,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-06T15:30:13Z
81315,BRK1012,The future of Microsoft Project is here,Breakout: 45 Minute,Foundational (100),Session,,2019-09-02T03:00:58Z
81329,BRK2032,The modern Windows Command Line: Windows Terminal,Breakout: 45 Minute,Intermediate (200),Session,Kayla Cinnamon,2019-09-05T19:00:43Z
81325,BRK2028,The Modern Windows Command-Line: Windows Subsystem for Linux 2,Breakout: 45 Minute,Intermediate (200),Session,Craig Lowen,2019-09-05T16:21:19Z
81242,BRK2025,The power of the new Microsoft Project and Microsoft 365,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-02T03:00:58Z
80304,BRK2115,The rise of Klintwalker: Mastering your inner developer,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-11T17:50:44Z
81723,BRK3107,The science behind how Azure Active Directory defends your organization and protect identities,Breakout: 45 Minute,Expert (400),Session,Maria Puertas Calvo;Rajat Luthra,2019-09-09T21:10:12Z
79785,BRK2002,"There is a new Outlook on the web: See what's new, fresh, and exciting",Breakout: 45 Minute,Intermediate (200),Session,,2019-09-05T18:00:11Z
79137,BRK2062,Tokenize all the things: Deep dive on tokenizing digital and physical assets with Azure Blockchain,Breakout: 45 Minute,Intermediate (200),Session,Nayana Singh,2019-09-02T03:00:58Z
83482,BRK2161,Top 10 Microsoft Teams adoption best practices,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-11T18:00:13Z
81085,BRK3033,"Top 10 things to know about Azure Machine Learning, technical edition",Breakout: 45 Minute,Advanced (300),Session,Gregory Buehrer,2019-09-09T23:55:43Z
79747,BRK2108,Top CASB use cases to boost your cloud security strategy,Breakout: 45 Minute,Intermediate (200),Session,Niv Goldenberg,2019-09-10T02:20:11Z
82963,BRK4013,Top seven tips to become a Microsoft Graph guru,Breakout: 45 Minute,Expert (400),Session,,2019-09-11T17:55:13Z
81554,BRK2057,Transform collaboration and fight shadow IT with Office 365 groups,Breakout: 45 Minute,Advanced (300),Session,Kolvekar Loveleen Ramachandra;Nivedita Rajani,2019-09-10T04:00:44Z
83483,BRK2165,Transform end user training using Microsoft Teams and Microsoft 365 Learning Pathways,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-11T18:00:13Z
79753,BRK1005,Transforming collaboration with Microsoft Surface Hub 2S,Breakout: 45 Minute,Foundational (100),Session,Stephanie Leeder,2019-09-11T17:45:12Z
83464,BRK1064,Transforming cross-agency collaboration in government with Microsoft Teams,Breakout: 45 Minute,Advanced (300),Session,Sankalp Jain,2019-09-12T18:20:12Z
83474,BRK3204,Troubleshooting Microsoft Teams,Breakout: 45 Minute,Advanced (300),Session,,2019-09-11T18:00:13Z
83381,BRK2169,Turbocharge your infrastructure with AMD EPYC®  ,Breakout: 45 Minute,Intermediate (200),Partner Led Session,,2019-09-10T00:26:05Z
82845,BRK3167,Ultra Disk: Race into the future with fastest disk storage in the cloud,Breakout: 45 Minute,Advanced (300),Session,Aung Oo;Michael Myrah;Wissam Elriachy,2019-09-02T03:00:58Z
81078,BRK4003,Understanding AI enabled search for your apps: Azure Search technical edition,Breakout: 45 Minute,Expert (400),Session,Liam Cavanaugh,2019-09-02T03:00:58Z
81087,BRK2017,Understanding enterprise readiness for machine learning solutions,Breakout: 45 Minute,Intermediate (200),Session,Aasish Bhateja,2019-09-02T03:00:58Z
81581,BRK2189,Unifying AI-to-BI with the future of Azure SQL Data Warehouse,Breakout: 45 Minute,Intermediate (200),Session,Rony Thomas,2019-09-11T17:55:13Z
81424,BRK2038,Unlock your data and transform your organization with workplace intelligence (roadmap and demos),Breakout: 45 Minute,Intermediate (200),Session,,2019-09-11T17:55:13Z
81967,BRK2055,"Unlocking business insights for SAP data with Azure Data Services, AI/ML, and Microsoft Power Platform",Breakout: 45 Minute,Intermediate (200),Session,Ross Loforte;Mahesh Prakriya,2019-09-02T03:00:58Z
82901,BRK2137,Use Azure’s edge infrastructure to make edge computing work for your business,Breakout: 45 Minute,Intermediate (200),Session,Dean Paron;Natalia Mackevicius;Bernardo Caldas,2019-09-02T03:00:58Z
82903,BRK3121,Use GPU VMs to power remote graphics and visualization in the cloud ,Breakout: 45 Minute,Advanced (300),Session,Vijay Kanchanahalli,2019-09-02T03:00:58Z
81176,BRK3102,Using data loss prevention policies to prevent oversharing of sensitive emails and documents in Office 365,Breakout: 45 Minute,Advanced (300),Session,Vaibhav Upadhyay;Samson Chan,2019-09-11T19:25:50Z
79639,BRK2089,Using the Windows Insider Program to be successful with the next version of Windows,Breakout: 45 Minute,Intermediate (200),Customer Showcase,Dona Sarkar;Daniel Martinoli;Octavian Clinci,2019-09-09T18:55:12Z
82954,BRK3177,Virtual Machine Manager 2019 and Data Protection Manager 2019: Customer success stories and what’s next,Breakout: 45 Minute,Advanced (300),Session,Vithalprasad Gaitonde​;Christoph Pfurtscheller,2019-09-06T18:56:03Z
81128,BRK1008,Visio roadmap: Now and beyond,Breakout: 75 Minute,Foundational (100),Session,,2019-09-11T17:45:12Z
81613,BRK3066,Visual Studio Code tips and tricks,Breakout: 45 Minute,Advanced (300),Session,,2019-09-12T17:11:04Z
79804,BRK2109,We've got your back: Team up with Microsoft's security experts to respond to critical threats,Breakout: 45 Minute,Intermediate (200),Session,Jessica Payne;Eric Olson,2019-09-11T20:11:17Z
81601,BRK3061,Web app network security made easy,Breakout: 45 Minute,Advanced (300),Session,Christina Compy,2019-09-11T22:30:56Z
81174,BRK3100,"What does your sensitive data landscape look like? Best practices in data discovery and classification using machine learning, analytics, and reports",Breakout: 45 Minute,Advanced (300),Session,,2019-09-09T21:55:17Z
79784,BRK2001,What's amazing and new in calendaring in Outlook,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-02T03:00:58Z
82905,BRK3123,What's new for Azure Stack HCI: 45 things in 45 minutes,Breakout: 45 Minute,Advanced (300),Session,Cosmo Darwin;Greg Cusanza,2019-09-02T03:00:58Z
82926,BRK2143,What's new in Azure Networking,Breakout: 45 Minute,Intermediate (200),Session,Yousef K,2019-09-02T03:00:58Z
83531,BRK3219,What's new in iOS and PadOS device management with Microsoft Intune,Breakout: 45 Minute,Advanced (300),Session,Andy Cerat,2019-09-11T18:00:13Z
83532,BRK3220,What's new in MacOS device management with Microsoft Intune,Breakout: 45 Minute,Advanced (300),Session,Andy Cerat,2019-09-11T18:00:13Z
81557,BRK2060,What's new in Microsoft 365 admin center,Breakout: 45 Minute,Intermediate (200),Session,Ben Appleby;Aaron Woo,2019-09-10T04:15:11Z
83497,BRK3211,What’s new and what's next in Power BI embedded analytics,Breakout: 45 Minute,Advanced (300),Session,Nimrod Shalit;Alon Baram,2019-09-11T18:00:13Z
81050,BRK2012,What’s new in security for Azure SQL,Breakout: 45 Minute,Intermediate (200),Session,Jakub Szymaszek,2019-09-02T03:00:58Z
84121,BRK3233,What’s new with Azure Resource Manager (ARM) templates for your deployments,Breakout: 45 Minute,Advanced (300),Session,Brian Moore;Alexander Frankel,2019-09-11T18:00:13Z
81004,BRK2063,What’s the latest with Azure Cosmos DB,Breakout: 45 Minute,Intermediate (200),Session,Andrew Liu,2019-09-02T03:00:58Z
81011,BRK2064,Why developers love Postgres,Breakout: 45 Minute,Intermediate (200),Session,Craig Kerstiens,2019-09-02T03:00:58Z
81952,BRK3165,Windows Admin Center: Unlock Azure Hybrid value,Breakout: 45 Minute,Advanced (300),Session,Haley Rowland;Nic Washburn,2019-09-02T03:00:58Z
81951,BRK2048,Windows Admin Center: What’s new and what’s next,Breakout: 45 Minute,Intermediate (200),Session,Jeff Woolslayer,2019-09-02T03:00:58Z
81330,BRK2033,"Windows App Development Roadmap: Making Sense of UWP, Win32, .NET",Breakout: 45 Minute,Intermediate (200),Session,Paul Gusmorino,2019-09-12T17:30:45Z
82952,BRK3176,Windows containers and the Azure Kubernetes Service,Breakout: 45 Minute,Advanced (300),Session,Taylor Brown,2019-09-02T03:00:58Z
79739,BRK1020,Windows Sandbox: Execution of Untrusted Software in Isolation,Breakout: 45 Minute,Foundational (100),Session,Margarit Chenchev,2019-09-12T18:46:26Z
81692,BRK4010,Windows security internals: Containers for the win,Breakout: 45 Minute,Expert (400),Session,Chris Jackson,2019-09-06T22:20:12Z
81704,BRK2129,Windows Server: What's new and what's next,Breakout: 75 Minute,Intermediate (200),Session,Bernardo Caldas,2019-09-09T18:30:58Z
81728,BRK3110,Winning strategies for identity security and governance,Breakout: 45 Minute,Advanced (300),Session,Alex Weinert;Joseph Dadzie,2019-09-11T19:40:13Z
81635,BRK4007,Working with the Microsoft identity platform,Breakout: 45 Minute,Expert (400),Session,,2019-09-06T20:55:11Z
83188,BRK2190,Wow customers with industry-specific solutions built on the Microsoft 365 platform,Breakout: 45 Minute,Intermediate (200),Session,,2019-09-11T17:55:13Z
79719,BRK2104,Your users are under attack! Strengthen your anti-phishing defense with these best practices,Breakout: 45 Minute,Intermediate (200),Session,Girish Chander,2019-09-11T17:50:44Z
81729,BRK3111,Zero Hype – Taking practical steps towards Zero Trust,Breakout: 45 Minute,Intermediate (200),Session,Nupur Goyal;Alex Weinert;Yinon Costica,2019-09-10T03:00:13Z
